date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:17	39232/39232	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jun%202026%2011:57:16%20GMT	https://renova-q.com/%d8%a7%d9%84%d8%aa%d8%ac%d8%af%d9%8a%d8%af-%d8%a7%d9%84%d8%b4%d8%a7%d9%85%d9%84-%d9%88%d8%b9%d9%82%d9%88%d8%af-%d8%a7%d9%84%d8%b5%d9%8a%d8%a7%d9%86%d8%a9	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d8%aa%d8%ac%d8%af%d9%8a%d8%af-%d8%a7%d9%84%d8%b4%d8%a7%d9%85%d9%84-%d9%88%d8%b9%d9%82%d9%88%d8%af-%d8%a7%d9%84%d8%b5%d9%8a%d8%a7%d9%86%d8%a9.html	(from https://renova-q.com/total-renovation-amc)
15:57:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:16%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/total-renovation-amc)
15:57:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:17%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/total-renovation-amc)
15:57:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:17%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/kitchens-wardrobes)
15:57:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:17%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/kitchens-wardrobes)
15:57:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:17%20GMT	https://renova-q.com/%d8%a7%d9%84%d9%85%d8%b7%d8%a7%d8%a8%d8%ae-%d9%88%d8%ae%d8%b2%d8%a7%d8%a6%d9%86-%d8%a7%d9%84%d9%85%d9%84%d8%a7%d8%a8%d8%b3.html	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d9%85%d8%b7%d8%a7%d8%a8%d8%ae-%d9%88%d8%ae%d8%b2%d8%a7%d8%a6%d9%86-%d8%a7%d9%84%d9%85%d9%84%d8%a7%d8%a8%d8%b3.html	(from https://renova-q.com/kitchens-wardrobes)
15:57:19	41669/41669	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jun%202026%2011:57:18%20GMT	https://renova-q.com/%d8%a7%d9%84%d9%85%d8%b7%d8%a7%d8%a8%d8%ae-%d9%88%d8%ae%d8%b2%d8%a7%d8%a6%d9%86-%d8%a7%d9%84%d9%85%d9%84%d8%a7%d8%a8%d8%b3	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d9%85%d8%b7%d8%a7%d8%a8%d8%ae-%d9%88%d8%ae%d8%b2%d8%a7%d8%a6%d9%86-%d8%a7%d9%84%d9%85%d9%84%d8%a7%d8%a8%d8%b3.html	(from https://renova-q.com/kitchens-wardrobes)
15:57:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:18%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/kitchens-wardrobes)
15:57:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:18%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/kitchens-wardrobes)
15:57:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:18%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/electrical-plumbing)
15:57:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:18%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/electrical-plumbing)
15:57:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:19%20GMT	https://renova-q.com/%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1-%d9%88%d8%a7%d9%84%d8%b3%d8%a8%d8%a7%d9%83%d8%a9.html	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1-%d9%88%d8%a7%d9%84%d8%b3%d8%a8%d8%a7%d9%83%d8%a9.html	(from https://renova-q.com/electrical-plumbing)
15:57:20	39450/39450	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jun%202026%2011:57:19%20GMT	https://renova-q.com/%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1-%d9%88%d8%a7%d9%84%d8%b3%d8%a8%d8%a7%d9%83%d8%a9	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1-%d9%88%d8%a7%d9%84%d8%b3%d8%a8%d8%a7%d9%83%d8%a9.html	(from https://renova-q.com/electrical-plumbing)
15:57:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:19%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/electrical-plumbing)
15:57:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:19%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/electrical-plumbing)
15:57:20	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:19%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/hvac-services)
15:57:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:20%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/hvac-services)
15:57:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:20%20GMT	https://renova-q.com/%d8%a7%d9%84%d8%aa%d9%83%d9%8a%d9%8a%d9%81-%d9%88%d8%a7%d9%84%d8%aa%d9%87%d9%88%d9%8a%d8%a9.html	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d8%aa%d9%83%d9%8a%d9%8a%d9%81-%d9%88%d8%a7%d9%84%d8%aa%d9%87%d9%88%d9%8a%d8%a9.html	(from https://renova-q.com/hvac-services)
15:57:21	39013/39013	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jun%202026%2011:57:20%20GMT	https://renova-q.com/%d8%a7%d9%84%d8%aa%d9%83%d9%8a%d9%8a%d9%81-%d9%88%d8%a7%d9%84%d8%aa%d9%87%d9%88%d9%8a%d8%a9	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d8%aa%d9%83%d9%8a%d9%8a%d9%81-%d9%88%d8%a7%d9%84%d8%aa%d9%87%d9%88%d9%8a%d8%a9.html	(from https://renova-q.com/hvac-services)
15:57:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:20%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/hvac-services)
15:57:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:21%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/hvac-services)
15:57:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:21%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/painting-wall-coverings)
15:57:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:21%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/painting-wall-coverings)
15:57:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:22%20GMT	https://renova-q.com/%d8%a7%d9%84%d8%a7%d8%b5%d8%a8%d8%a7%d8%ba-%d9%88%d8%a7%d9%84%d8%af%d9%87%d8%a7%d9%86%d8%a7%d8%aa.html	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d8%a7%d8%b5%d8%a8%d8%a7%d8%ba-%d9%88%d8%a7%d9%84%d8%af%d9%87%d8%a7%d9%86%d8%a7%d8%aa.html	(from https://renova-q.com/painting-wall-coverings)
15:57:23	39418/39418	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jun%202026%2011:57:22%20GMT	https://renova-q.com/%d8%a7%d9%84%d8%a7%d8%b5%d8%a8%d8%a7%d8%ba-%d9%88%d8%a7%d9%84%d8%af%d9%87%d8%a7%d9%86%d8%a7%d8%aa	C:/My%20Web%20Sites/renovaq/renova-q.com/%d8%a7%d9%84%d8%a7%d8%b5%d8%a8%d8%a7%d8%ba-%d9%88%d8%a7%d9%84%d8%af%d9%87%d8%a7%d9%86%d8%a7%d8%aa.html	(from https://renova-q.com/painting-wall-coverings)
15:57:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:22%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/painting-wall-coverings)
15:57:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:22%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/painting-wall-coverings)
15:57:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:23%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/contact-us-en)
15:57:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:23%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/contact-us-en)
15:57:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:23%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/contact-us-en)
15:57:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:23%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/contact-us-en)
15:57:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:24%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/about-us-en)
15:57:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:24%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/about-us-en)
15:57:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:24%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/about-us-en)
15:57:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:24%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/about-us-en)
15:57:26	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jun%202026%2011:57:25%20GMT	https://renova-q.com/index.html	C:/My%20Web%20Sites/renovaq/renova-q.com/index-2.html	(from https://renova-q.com/index-ar)
